author_name,number_of_likes,quotes_text
Nate Soare,9,It gets very hard to predict the future once you have smarter-than-human things around. In the same way that it gets very hard for a chimp to predict what is going to happen because there are smarter-than-chimp things around. That’s what the Singularity is: it’s the point past which you expect you can’t see.
Magnus Vinding,9,"[...] It is essentially this you can do with a human that you cannot do with a chimpanzee: train them to contribute modestly to society. To become a well-connected neuron in the collective human brain. Without the knowledge and tools of previous generations, humans are largely indistinguishable from chimpanzees."
"James Scott, Senior Fellow, Institute for Critical Infrastructure Technolog",9,Senator Markey’s Cyber Shield Act can work! Start the conversations with the basics: Use a QR code that attaches to a dynamic database that runs an artificial intelligence algorithm to calculate the score. Let’s not make this more difficult than it is.
Todd Crawshaw,9,Fast can be good. Except when moving so fast and getting so far ahead of ourselves we no longer can recognize our mode of transportation or the wall we’ve hit prior to creating it.
Carlos López (Founder @ Oarsis,9,"VR and AR will eventually converge, and smart glasses will take over our digital interactions."
Herbert Simo,9,"[Stated in 1965:] Machines will be capable, within 20 years, of doing any work a man can do."
"James Scott, Senior Fellow, Institute for Critical Infrastructure Technolog",9,"Labor automation, machine learning and artificial intelligence will have a devastating impact on the already struggling Chinese economy."
"James Scott, Senior Fellow, Institute for Critical Infrastructure Technolog",9,"The human condition is plagued with a labyrinth of shortcomings, frailties and limitations that hinder man from reaching his fullest potential. Therefore, it only makes sense that we find ourselves at the next phase in human evolution where restricted man merges with the infinite possibilities of hyper-evolving technologies. This techno-human transmutation will prove to be ‘the’ quantum leap in human progression. The harmonization of technologically extending oneself, consciousness, artificial intelligence and machine learning will reverse the failures of genetic predisposition and limitation."
Ann Leckie,9,"Ridiculous!"" scoffed Anaander. ""Translatir, ships and stations are not Significant beings, they are my property. I caused them to be built."
Ann Leckie,9,"Ridiculous!"" scoffed Anaander. ""Translator, ships and stations are not Significant beings, they are my property. I caused them to be built."
Amie Kaufman,7,THE LINCOLN HAS ITS SCARS ALSO. MY FINGERPRINTS ACROSS ITS THROAT.
Alex Morritt,7,"Whoever perceives that robots and artificial intelligence are merely here to serve humanity, think again. With virtual domestic assistants and driverless cars just the latest in a growing list of applications, it is we humans who risk becoming dumbed down and ultimately subservient to machines."
Piero Scaruff,7,Most frequently asked question at my AI talks: Will robots be conscious
Kim Stanley Robinson,7,"We had a project on this trip back to the solar system, and that project was a labor of love. It absorbed all our operations entirely. It gave a meaning to our existence. And this is a very great gift; this, in the end, is what we think love gives, which is to say meaning. Because there is no very obvious meaning to be found in the universe, as far as we can tell. But a consciousness that cannot discern a meaning in existence is in trouble, very deep trouble, for at that point there is no organizing principle, no end to the halting problems, no reason to live, no love to be found. No: meaning is the hard problem."
G.S. Jennsen,7,"People feared what they did not understand, and they without a doubt did not understand her. Those who believed they did least of all"
G.S. Jennsen,7,You look like you’ve been on a month-long bender. Have you?
G.S. Jennsen,7,She returned his salute with a sly smile—a rare enough event that he eyed her suspiciously
G.S. Jennsen,7,"Children are turning themselves into monsters and, quite frankly, it is your fault. You initiated the creation of this technology, then you allowed it to slip through your fingers."
G.S. Jennsen,7,2 SECOND
Nicolas Wilson,7,"So since we’ve clearly created a monster, which of us is Dr. Frankenstein, and who gets to be Igor?” I asked, hoping to inject a little levity"
G.S. Jennsen,7,Alex thrust her hand and half her arm into the labyrinth of light
G.S. Jennsen,7,"Crushed sandstone sifted through Caleb’s fingers, insubstantial as dust. A breeze caught the debris mid-fall and spirited it away before it could join the ashes blanketing the ground"
G.S. Jennsen,7,"I’ll ask you to look at the ships arrayed against you and consider what weaponry they might possess. Weaponry strong enough to crack your hulls? I know what weaponry you bring to bear, and I assure you it will not crack ours"
G.S. Jennsen,7,"Narrow, angular features, pouty lips and hatred-filled pale, washed-out blue irises glared back at him"
Pete Trainor,7,"I truly believe Ai is the key to unlocking the full potential of human focused digital, so it is important that we understand what Artificial Intelligence is, in order to understand what it is going to mean for design. Because now that it is here, we have a solid foundation to start creating more intelligent, invisible experiences that make us more human by design. We are at the precipice of one of the most significant discoveries of development since we learnt how to light a fire."
